商品名称,物品编号,物品名称,单耗,单位
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),FR01003,鸡腿,2.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),SA02001,沙拉酱,15.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),DR01001,汉堡面包,1.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),PA99017,五合一汉堡纸,1.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),DR02001,起酥油,10.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),FR01001,无骨方腿腿肉汉堡用,1.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),MK01019,生菜,15.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),SE05002,辣味粉,5.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),PA99026,木勺,1.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),PA01007,玉米杯,1.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),MK01003,玉米粒,120.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),PA99016,托盘纸,1.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),PA01008,玉米杯盖,1.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),CK02004,肉丁（原味米花）,12.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),PA99003,鸡米花盒,1.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),DR02001,起酥油,10.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),PA99001,16A 冷杯,1.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),BE01004,百事可乐原味,25.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),PA99024,PLA尖头吸管,1.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),PA99027,哑光塑料封口膜,1.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),PA99016,托盘纸,1.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),PA99023,手套,1.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),SA01008,甜辣酱（大包）,10.0,pc
2个香酥鸡腿+香辣鸡腿堡+玉米杯+烤肠+鸡米花+2杯可乐（TH),SA01009,番茄酱（大包）,10.0,pc
2鸡翅根+薯条+可乐（TH),PA99006,中薯盒,1.0,pc
2鸡翅根+薯条+可乐（TH),FR02001,薯条细款7mm,150.0,pc
2鸡翅根+薯条+可乐（TH),DR02001,起酥油,10.0,pc
2鸡翅根+薯条+可乐（TH),DR06002,盐,1.0,pc
2鸡翅根+薯条+可乐（TH),FR01004,翅根,2.0,pc
2鸡翅根+薯条+可乐（TH),PA99001,16A 冷杯,1.0,pc
2鸡翅根+薯条+可乐（TH),BE01004,百事可乐原味,25.0,pc
2鸡翅根+薯条+可乐（TH),PA99024,PLA尖头吸管,1.0,pc
2鸡翅根+薯条+可乐（TH),PA99027,哑光塑料封口膜,1.0,pc
2鸡翅根+薯条+可乐（TH),PA99016,托盘纸,1.0,pc
2鸡翅根+薯条+可乐（TH),PA99023,手套,1.0,pc
2鸡翅根+薯条+可乐（TH),SA01008,甜辣酱（大包）,10.0,pc
2鸡翅根+薯条+可乐（TH),SA01009,番茄酱（大包）,10.0,pc
2鸡腿+6鸡翅根+可乐（TH),PA99006,中薯盒,1.0,pc
2鸡腿+6鸡翅根+可乐（TH),FR02001,薯条细款7mm,150.0,pc
2鸡腿+6鸡翅根+可乐（TH),DR02001,起酥油,10.0,pc
2鸡腿+6鸡翅根+可乐（TH),DR06002,盐,1.0,pc
2鸡腿+6鸡翅根+可乐（TH),FR01004,翅根,6.0,pc
2鸡腿+6鸡翅根+可乐（TH),PA99001,16A 冷杯,1.0,pc
2鸡腿+6鸡翅根+可乐（TH),BE01004,百事可乐原味,25.0,pc
2鸡腿+6鸡翅根+可乐（TH),PA99024,PLA尖头吸管,1.0,pc
2鸡腿+6鸡翅根+可乐（TH),PA99027,哑光塑料封口膜,1.0,pc
2鸡腿+6鸡翅根+可乐（TH),PA99016,托盘纸,1.0,pc
2鸡腿+6鸡翅根+可乐（TH),PA99023,手套,1.0,pc
2鸡腿+6鸡翅根+可乐（TH),SA01008,甜辣酱（大包）,10.0,pc
2鸡腿+6鸡翅根+可乐（TH),SA01009,番茄酱（大包）,10.0,pc
2鸡腿+6鸡翅根+可乐（TH),FR01003,鸡腿,2.0,pc
8个鸡翅根+上校鸡块+可乐 （TH),FR01004,翅根,8.0,pc
8个鸡翅根+上校鸡块+可乐 （TH),CK01002,鸡块,5.0,pc
8个鸡翅根+上校鸡块+可乐 （TH),PA99014,大薯袋,1.0,pc
8个鸡翅根+上校鸡块+可乐 （TH),DR02001,起酥油,10.0,pc
8个鸡翅根+上校鸡块+可乐 （TH),PA99001,16A 冷杯,1.0,pc
8个鸡翅根+上校鸡块+可乐 （TH),BE01004,百事可乐原味,25.0,pc
8个鸡翅根+上校鸡块+可乐 （TH),PA99024,PLA尖头吸管,1.0,pc
8个鸡翅根+上校鸡块+可乐 （TH),PA99027,哑光塑料封口膜,1.0,pc
8个鸡翅根+上校鸡块+可乐 （TH),PA99016,托盘纸,1.0,pc
8个鸡翅根+上校鸡块+可乐 （TH),PA99023,手套,1.0,pc
8个鸡翅根+上校鸡块+可乐 （TH),SA01008,甜辣酱（大包）,10.0,pc
8个鸡翅根+上校鸡块+可乐 （TH),SA01009,番茄酱（大包）,10.0,pc
8个鸡翅根+烤肠+可乐（TH),FR01004,翅根,8.0,pc
8个鸡翅根+烤肠+可乐（TH),PA99014,大薯袋,1.0,pc
8个鸡翅根+烤肠+可乐（TH),DR02001,起酥油,10.0,pc
8个鸡翅根+烤肠+可乐（TH),PA99001,16A 冷杯,1.0,pc
8个鸡翅根+烤肠+可乐（TH),BE01004,百事可乐原味,25.0,pc
8个鸡翅根+烤肠+可乐（TH),PA99024,PLA尖头吸管,1.0,pc
8个鸡翅根+烤肠+可乐（TH),PA99027,哑光塑料封口膜,1.0,pc
8个鸡翅根+烤肠+可乐（TH),PA99016,托盘纸,1.0,pc
8个鸡翅根+烤肠+可乐（TH),PA99023,手套,1.0,pc
8个鸡翅根+烤肠+可乐（TH),SA01008,甜辣酱（大包）,10.0,pc
8个鸡翅根+烤肠+可乐（TH),SA01009,番茄酱（大包）,10.0,pc
8个鸡翅根+烤鸡腿堡+可乐（TH),FR01004,翅根,8.0,pc
8个鸡翅根+烤鸡腿堡+可乐（TH),PA99014,大薯袋,1.0,pc
8个鸡翅根+烤鸡腿堡+可乐（TH),DR02001,起酥油,10.0,pc
8个鸡翅根+烤鸡腿堡+可乐（TH),PA99001,16A 冷杯,1.0,pc
